order_id,customer_id,product,category,price,quantity,discount_percent,total_amount,city,region,store,sales_channel,size,payment_method,order_date,rating
35056,2710,T-shirt,Apparel,2985.0,4.0,4.0,11462.4,Mumbai,North,Puma Store A,Online,XL,Unknown,2023-11-09,2.0
35057,4595,Shorts,Apparel,1873.0,2.0,23.0,2884.42,Unknown,North,Puma Store B,Online,S,UPI,2023-06-09,2.0
35058,1354,T-shirt,Apparel,3601.0,1.0,0.0,3601.0,Pune,North,Unknown,Online,S,Cash,2023-12-11,5.0
35060,3126,T-shirt,Apparel,3103.0,4.0,14.0,10674.32,Unknown,West,Puma Store A,Store,M,Card,2023-09-08,4.0
,2705,T-shirt,Apparel,3555.0,4.0,21.0,11233.8,Delhi,South,Puma Store B,Online,S,UPI,2023-09-04,2.0
35062,4859,Unknown,Apparel,3876.0,1.0,23.0,2984.52,Bangalore,Unknown,Puma Store B,Online,L,Card,2023-09-20,2.0
35063,4467,Jacket,Unknown,3170.0,2.0,16.0,5325.599999999999,Mumbai,South,Puma Store C,Online,M,UPI,2023-02-11,1.0
35064,,Sneakers,Footwear,7182.0,1.0,15.0,6894.719999999999,Pune,North,Puma Store C,Store,S,Cash,2023-04-06,5.0
35065,3749,Cap,Accessories,707.0,3.0,30.0,1484.6999999999998,Bangalore,South,Puma Store A,Online,M,Card,2023-04-07,3.0
35066,4678,Unknown,Unknown,1630.0,3.0,3.0,4743.3,Hyderabad,South,Puma Store A,Online,M,Cash,2023-03-19,1.0
,3162,T-shirt,Apparel,1843.0,4.0,5.0,7003.4,Bangalore,South,Puma Store A,Unknown,S,Card,2023-09-28,2.0
35069,4999,Sneakers,Footwear,10342.0,2.0,2.0,20270.32,Bangalore,North,Puma Store C,Unknown,L,UPI,2023-07-18,1.0
35070,,Shorts,Apparel,2945.0,2.0,30.0,4123.0,Pune,North,Puma Store B,Store,M,Cash,2023-11-30,2.0
,4246,Jacket,Apparel,3500.0,2.0,24.0,5320.0,Pune,South,Puma Store B,Online,S,Card,2023-07-18,2.0
35074,4589,Sneakers,Footwear,6964.0,4.0,9.0,25348.96,Delhi,West,Puma Store C,Unknown,S,Card,2023-08-28,3.0
35076,2013,Jacket,Apparel,1159.0,3.0,13.0,3024.99,Mumbai,Unknown,Puma Store B,Online,XL,Unknown,2023-03-03,2.0
,3193,Shorts,Apparel,2999.0,3.0,0.0,8997.0,Pune,West,Puma Store C,Online,M,Cash,2023-03-05,2.0
,2121,Sneakers,Footwear,11708.0,2.0,15.0,19435.28,Unknown,South,Puma Store A,Online,M,UPI,2023-07-09,3.0
35080,3399,Shorts,Apparel,4506.0,4.0,10.0,16221.6,Hyderabad,North,Puma Store B,Store,L,Card,2023-02-08,5.0
35082,1416,Shorts,Unknown,3406.0,4.0,16.0,11444.16,Delhi,North,Puma Store A,Unknown,Unknown,Card,2023-12-01,1.0
35083,4300,Jacket,Apparel,2508.0,2.0,21.0,3962.64,Pune,South,Puma Store B,Online,M,Cash,2023-06-16,5.0
35085,4654,Sneakers,Footwear,7916.0,2.0,3.0,15357.04,Pune,North,Unknown,Online,S,UPI,2023-01-06,3.0
35086,2091,T-shirt,Apparel,915.0,1.0,9.0,832.65,Hyderabad,North,Puma Store B,Store,L,Cash,2023-07-22,4.0
35088,2551,Running Shoes,Footwear,9110.0,3.0,18.0,22410.6,Mumbai,North,Puma Store B,Online,S,Card,2023-10-17,1.0
,4913,Cap,Accessories,440.0,2.0,5.0,836.0,Mumbai,South,Puma Store A,Store,S,Unknown,2023-08-31,3.0
35091,,Sneakers,Footwear,4497.0,3.0,11.0,12006.99,Bangalore,South,Puma Store B,Online,Unknown,Unknown,2023-05-08,1.0
35093,3088,Sneakers,Footwear,7381.0,3.0,17.0,18378.69,Mumbai,South,Puma Store A,Store,L,Unknown,2023-04-07,1.0
35095,1450,Cap,Accessories,1911.0,1.0,26.0,1414.14,Mumbai,South,Puma Store C,Unknown,L,UPI,2023-01-16,3.0
35096,4243,Sneakers,Footwear,8445.0,1.0,25.0,6333.75,Bangalore,West,Puma Store B,Store,Unknown,Card,2023-07-20,1.0
35098,3099,T-shirt,Apparel,1178.0,1.0,4.0,1130.88,Hyderabad,North,Puma Store B,Online,XL,UPI,2023-02-08,5.0
35099,2220,T-shirt,Apparel,1411.0,1.0,7.0,1312.23,Bangalore,West,Puma Store A,Store,M,Unknown,2023-05-07,5.0
35100,2537,Cap,Accessories,645.0,2.0,25.0,967.5,Hyderabad,North,Puma Store A,Online,M,UPI,2023-12-31,4.0
35101,1260,Cap,Accessories,1297.0,4.0,9.0,4721.08,Delhi,South,Puma Store A,Unknown,S,Cash,2023-09-22,2.0
35102,,Cap,Accessories,1603.0,2.0,27.0,2340.38,Hyderabad,South,Unknown,Unknown,S,UPI,2023-07-04,3.0
35104,4198,Unknown,Footwear,11674.0,3.0,1.0,34671.78,Delhi,South,Puma Store A,Store,XL,Card,2023-11-10,5.0
35105,3573,Unknown,Footwear,8108.0,3.0,15.0,20188.92,Pune,South,Puma Store B,Store,S,UPI,2023-09-05,5.0
35107,,Jacket,Apparel,4523.0,4.0,25.0,13569.0,Hyderabad,North,Puma Store C,Store,S,Unknown,2023-03-01,4.0
35110,2469,T-shirt,Apparel,4319.0,3.0,7.0,12050.009999999998,Unknown,North,Puma Store C,Online,M,UPI,2023-07-24,3.0
35113,3365,Jacket,Apparel,2023.0,1.0,5.0,1921.85,Mumbai,North,Puma Store A,Online,M,UPI,2023-06-05,5.0
35114,3704,Shorts,Apparel,4135.0,2.0,21.0,6533.3,Pune,South,Puma Store B,Online,XL,UPI,2023-01-19,5.0
35116,,Running Shoes,Footwear,11747.0,4.0,21.0,37120.52,Delhi,West,Puma Store C,Store,L,Card,,5.0
,2203,Shorts,Apparel,868.0,1.0,13.0,755.16,Pune,North,Puma Store C,Store,S,Cash,2023-08-22,1.0
35121,2585,Shorts,Apparel,4463.0,1.0,7.0,4150.59,Unknown,North,Puma Store B,Store,L,Card,2023-04-20,4.0
35124,3669,Cap,Accessories,815.0,3.0,15.0,1956.0,Delhi,Unknown,Unknown,Online,S,UPI,2023-07-14,4.0
35125,1778,Shorts,Unknown,2723.0,1.0,20.0,2178.4,Mumbai,West,Puma Store A,Unknown,M,Card,2023-02-06,1.0
35126,,Unknown,Unknown,4698.0,2.0,16.0,7892.639999999999,Pune,North,Puma Store C,Online,L,UPI,2023-02-08,3.0
35127,3240,Unknown,Apparel,1632.0,2.0,15.0,2970.24,Pune,South,Puma Store A,Store,S,UPI,2023-01-07,5.0
,4827,Running Shoes,Footwear,9532.0,4.0,15.0,35840.32,Hyderabad,North,Unknown,Store,S,UPI,2023-04-08,3.0
35130,1238,Sneakers,Footwear,4534.0,4.0,24.0,13783.36,Delhi,South,Puma Store A,Store,XL,Unknown,2023-10-08,4.0
35131,4788,Running Shoes,Footwear,8625.0,4.0,13.0,30015.0,Bangalore,West,Puma Store B,Unknown,XL,Cash,2023-10-05,4.0
35133,3560,Running Shoes,Footwear,9313.0,4.0,26.0,27566.48,Delhi,West,Puma Store A,Online,L,Cash,2023-11-03,1.0
35134,3252,Jacket,Unknown,1103.0,1.0,29.0,783.13,Pune,West,Puma Store A,Online,S,Cash,2023-01-30,2.0
35135,3293,T-shirt,Apparel,4156.0,1.0,1.0,4114.44,Hyderabad,Unknown,Puma Store B,Online,M,Cash,2023-12-27,2.0
35136,3087,Running Shoes,Footwear,11577.0,1.0,3.0,11229.69,Unknown,South,Puma Store C,Store,M,Card,2023-04-22,1.0
35138,1088,Jacket,Apparel,2984.0,3.0,5.0,8504.4,Bangalore,South,Puma Store B,Online,S,Cash,,4.0
35139,3749,Running Shoes,Footwear,5096.0,3.0,27.0,11160.24,Bangalore,North,Unknown,Store,M,UPI,,1.0
35140,4843,T-shirt,Apparel,4161.0,3.0,8.0,11484.36,Hyderabad,West,Puma Store B,Online,L,Unknown,2023-09-05,2.0
35141,1725,Running Shoes,Footwear,7949.0,2.0,12.0,13990.24,Delhi,West,Puma Store B,Unknown,M,Card,2023-05-02,2.0
35142,1869,Sneakers,Footwear,10029.0,2.0,15.0,15043.5,Mumbai,West,Puma Store A,Store,Unknown,Card,2023-02-06,5.0
35144,1735,Sneakers,Footwear,6229.0,1.0,9.0,5668.39,Pune,South,Puma Store A,Online,S,Card,2023-03-10,4.0
35145,4176,T-shirt,Apparel,1738.0,4.0,17.0,5770.16,Unknown,South,Puma Store C,Online,L,UPI,2023-09-13,3.0
35146,1203,Sneakers,Footwear,4969.0,2.0,4.0,9540.48,Hyderabad,North,Puma Store A,Online,XL,Unknown,2023-02-01,3.0
35147,2858,Sneakers,Footwear,3713.0,4.0,22.0,11584.56,Mumbai,North,Puma Store A,Online,M,Unknown,2023-05-11,1.0
35148,3204,Cap,Accessories,1628.0,1.0,14.0,1400.08,Delhi,South,Puma Store B,Online,XL,Unknown,2023-07-30,3.0
35150,3794,Shorts,Apparel,2352.0,4.0,12.0,8279.04,Hyderabad,North,Puma Store B,Online,S,UPI,2023-10-30,2.0
35151,4752,Unknown,Unknown,9171.0,3.0,23.0,21185.01,Delhi,North,Puma Store A,Store,S,Card,2023-02-13,5.0
35152,,Sneakers,Footwear,8350.0,3.0,27.0,18286.5,Bangalore,North,Puma Store C,Store,S,UPI,2023-12-28,4.0
35153,2806,Shorts,Apparel,2004.0,3.0,7.0,5591.16,Unknown,North,Puma Store C,Store,Unknown,UPI,2023-12-02,4.0
35156,4583,Unknown,Apparel,3857.0,4.0,16.0,12959.52,Mumbai,West,Puma Store A,Store,L,UPI,2023-10-18,1.0
35157,2576,Jacket,Apparel,4068.0,4.0,18.0,13343.04,Mumbai,West,Puma Store B,Store,XL,Card,2023-04-28,2.0
35158,3658,Running Shoes,Footwear,6289.0,3.0,5.0,17923.649999999998,Mumbai,West,Puma Store C,Online,XL,UPI,2023-06-19,3.0
35159,2688,Unknown,Apparel,2119.0,4.0,2.0,8306.48,Pune,North,Puma Store A,Store,S,Cash,2023-05-25,4.0
35161,3402,T-shirt,Apparel,3865.0,1.0,1.0,3826.35,Bangalore,North,Puma Store A,Store,S,Cash,2023-11-03,1.0
35162,3768,Running Shoes,Footwear,4175.0,3.0,1.0,12399.75,Pune,West,Unknown,Online,M,Card,2023-11-11,1.0
35163,1364,T-shirt,Apparel,2077.0,3.0,18.0,5109.42,Unknown,South,Puma Store B,Store,S,Unknown,2023-10-28,3.0
,2972,Unknown,Apparel,2410.0,3.0,16.0,6073.2,Bangalore,West,Puma Store A,Store,S,Cash,2023-01-05,4.0
35165,,Running Shoes,Footwear,3754.0,1.0,28.0,2702.88,Delhi,North,Puma Store B,Store,M,Card,2023-03-13,2.0
35166,,T-shirt,Apparel,885.0,3.0,13.0,2309.85,Delhi,South,Unknown,Online,S,Cash,2023-10-07,3.0
,1977,Cap,Accessories,1079.0,2.0,5.0,2050.1,Bangalore,South,Puma Store A,Online,XL,Card,2023-03-14,2.0
35168,4568,Sneakers,Footwear,9272.0,3.0,1.0,27537.84,Delhi,North,Puma Store A,Online,XL,Cash,2023-04-09,2.0
35170,1838,T-shirt,Unknown,4968.0,3.0,7.0,13860.72,Unknown,Unknown,Puma Store B,Store,M,Cash,2023-05-12,3.0
35171,1945,Sneakers,Footwear,9301.0,4.0,19.0,30135.24,Mumbai,West,Puma Store A,Online,M,UPI,2023-03-24,3.0
35172,3663,Running Shoes,Footwear,7106.0,1.0,4.0,6821.759999999999,Hyderabad,North,Puma Store A,Store,L,UPI,2023-08-31,2.0
,1181,Cap,Accessories,707.0,3.0,1.0,2099.79,Unknown,South,Puma Store A,Online,S,Card,2023-08-19,4.0
35175,3592,Running Shoes,Footwear,3245.0,2.0,13.0,5646.3,Hyderabad,West,Puma Store C,Store,S,UPI,2023-10-11,5.0
35176,1942,Sneakers,Footwear,9997.0,2.0,27.0,14595.62,Mumbai,Unknown,Puma Store B,Unknown,XL,UPI,2023-04-13,5.0
,1222,T-shirt,Apparel,4029.0,4.0,27.0,11764.68,Hyderabad,North,Puma Store C,Online,L,Cash,2023-07-06,1.0
,4371,Jacket,Apparel,1880.0,1.0,26.0,1391.2,Pune,South,Puma Store A,Store,XL,Unknown,,3.0
35182,3462,Cap,Accessories,1993.0,2.0,5.0,3786.7,Bangalore,South,Unknown,Unknown,S,Cash,2023-08-14,3.0
35183,4021,Unknown,Footwear,4773.0,3.0,7.0,13316.669999999998,Mumbai,North,Puma Store C,Online,S,UPI,2023-06-24,1.0
35185,2265,Shorts,Apparel,2086.0,4.0,21.0,6591.76,Delhi,West,Unknown,Store,S,Card,2023-12-06,3.0
,4382,Unknown,Footwear,5690.0,2.0,28.0,8193.6,Delhi,West,Puma Store B,Store,S,Card,2023-03-17,1.0
35190,4051,Shorts,Apparel,3972.0,3.0,15.0,10843.56,Bangalore,North,Puma Store C,Online,XL,UPI,2023-01-30,5.0
35192,4776,Shorts,Apparel,834.0,2.0,3.0,1617.96,Delhi,South,Puma Store C,Store,S,UPI,2023-02-10,2.0
35196,4345,Running Shoes,Footwear,3031.0,4.0,15.0,9335.48,Hyderabad,South,Puma Store A,Store,M,Card,,3.0
35197,2747,Jacket,Apparel,4593.0,3.0,21.0,10885.41,Mumbai,West,Unknown,Store,M,UPI,2023-11-11,1.0
35198,3983,Cap,Accessories,891.0,2.0,4.0,1710.72,Hyderabad,North,Puma Store B,Store,M,UPI,2023-11-06,3.0
35199,2022,Shorts,Apparel,884.0,4.0,15.0,2616.64,Pune,South,Puma Store C,Online,XL,Cash,,5.0
35201,2482,Unknown,Footwear,11024.0,1.0,15.0,10472.8,Unknown,West,Puma Store B,Unknown,Unknown,Unknown,2023-08-24,4.0
35202,2598,Unknown,Apparel,1048.0,4.0,4.0,4024.32,Hyderabad,North,Puma Store A,Online,L,Card,2023-08-09,3.0
35204,2583,Sneakers,Footwear,5381.0,2.0,1.0,10654.38,Pune,South,Puma Store C,Store,L,Card,2023-12-23,3.0
35205,2571,Jacket,Apparel,3653.0,3.0,20.0,8767.2,Delhi,North,Puma Store B,Unknown,S,UPI,2023-05-23,3.0
,3060,Sneakers,Footwear,8548.0,4.0,1.0,33850.08,Hyderabad,Unknown,Puma Store A,Online,M,UPI,2023-07-02,4.0
35210,2562,Sneakers,Footwear,9498.0,4.0,24.0,28873.92,Mumbai,West,Puma Store A,Store,L,UPI,2023-07-02,3.0
35211,3450,Sneakers,Footwear,11471.0,1.0,13.0,9979.77,Delhi,West,Puma Store A,Store,XL,Cash,2023-08-14,3.0
35213,4131,Shorts,Apparel,964.0,4.0,22.0,3007.6800000000003,Pune,Unknown,Puma Store A,Online,M,Cash,2023-03-17,4.0
35214,3394,Jacket,Apparel,3046.0,4.0,15.0,9990.88,Hyderabad,South,Puma Store C,Online,Unknown,Cash,2023-04-06,3.0
35217,3857,Sneakers,Footwear,11416.0,1.0,3.0,11073.52,Unknown,West,Puma Store C,Store,S,Unknown,2023-08-15,1.0
35219,,Running Shoes,Unknown,11443.0,1.0,8.0,10527.56,Bangalore,Unknown,Puma Store A,Store,Unknown,Cash,2023-05-14,3.0
35221,,Sneakers,Footwear,3977.0,2.0,26.0,5885.96,Unknown,West,Puma Store B,Store,M,UPI,2023-01-01,5.0
35222,3657,T-shirt,Apparel,4677.0,2.0,28.0,6734.88,Bangalore,Unknown,Puma Store B,Store,M,Cash,2023-11-14,3.0
,3511,T-shirt,Apparel,3003.0,3.0,21.0,7117.110000000001,Mumbai,South,Puma Store C,Online,M,Cash,2023-05-31,1.0
35226,2725,Sneakers,Footwear,6544.0,2.0,24.0,9946.88,Mumbai,Unknown,Puma Store B,Online,S,Cash,2023-10-19,5.0
35227,1386,Sneakers,Footwear,10193.0,4.0,18.0,33433.04,Bangalore,West,Puma Store B,Store,XL,UPI,2023-09-18,5.0
35230,,Running Shoes,Footwear,7826.0,2.0,14.0,13460.72,Mumbai,North,Puma Store C,Online,M,Cash,2023-06-26,5.0
35234,2632,Cap,Accessories,624.0,2.0,26.0,923.52,Pune,West,Puma Store A,Unknown,S,Cash,2023-01-17,4.0
35235,4369,Cap,Accessories,1545.0,1.0,3.0,1498.65,Unknown,North,Puma Store A,Online,XL,Cash,,5.0
35236,3431,Sneakers,Footwear,3133.0,4.0,15.0,10652.2,Mumbai,Unknown,Puma Store B,Store,XL,Unknown,2023-08-23,2.0
35237,1179,Jacket,Apparel,2838.0,2.0,8.0,5221.92,Bangalore,South,Puma Store A,Store,L,UPI,2023-08-13,5.0
35238,1067,Shorts,Apparel,2848.0,4.0,12.0,10024.96,Pune,North,Puma Store A,Online,S,UPI,2023-02-16,4.0
35239,,Jacket,Apparel,2920.0,4.0,1.0,11563.2,Hyderabad,South,Puma Store C,Unknown,L,Card,2023-09-25,3.0
35240,1381,Shorts,Apparel,2019.0,1.0,11.0,1796.91,Mumbai,South,Puma Store C,Store,M,Card,,3.0
35241,3750,Cap,Accessories,716.0,4.0,23.0,2205.28,Pune,West,Puma Store C,Unknown,L,UPI,2023-05-06,3.0
35242,4715,Sneakers,Footwear,3460.0,2.0,11.0,6158.8,Mumbai,West,Puma Store A,Online,S,Unknown,,3.0
35243,2799,Sneakers,Footwear,11132.0,1.0,20.0,8905.6,Hyderabad,West,Puma Store C,Online,M,Card,2023-01-24,2.0
35244,4858,Running Shoes,Footwear,3045.0,4.0,15.0,9013.2,Bangalore,Unknown,Puma Store B,Store,S,UPI,2023-11-08,3.0
35245,1403,Jacket,Apparel,1943.0,1.0,10.0,1748.7,Hyderabad,Unknown,Unknown,Online,S,Unknown,2023-05-08,4.0
35246,4225,Shorts,Apparel,944.0,1.0,7.0,877.92,Delhi,West,Puma Store B,Store,S,Cash,2023-01-13,2.0
35247,3010,Shorts,Apparel,1101.0,2.0,29.0,1563.4199999999998,Hyderabad,South,Puma Store C,Unknown,S,Card,2023-12-02,2.0
35248,3184,Unknown,Unknown,2999.0,2.0,26.0,4438.52,Unknown,South,Puma Store A,Store,L,UPI,2023-11-24,2.0
35250,4610,Unknown,Apparel,2916.0,4.0,23.0,8981.28,Mumbai,West,Puma Store A,Store,XL,Card,,4.0
35251,3489,Cap,Accessories,549.0,3.0,26.0,1218.78,Pune,South,Puma Store A,Unknown,M,Card,2023-06-07,4.0
35253,2700,Running Shoes,Footwear,3957.0,2.0,28.0,5698.08,Delhi,West,Puma Store C,Online,S,UPI,2023-03-18,5.0
35254,1198,Shorts,Apparel,1667.0,1.0,10.0,1500.3,Pune,West,Puma Store B,Online,L,Cash,2023-06-27,5.0
35255,1330,Jacket,Apparel,4913.0,1.0,8.0,4519.96,Delhi,West,Puma Store B,Store,M,Cash,2023-05-07,5.0
35256,1979,Shorts,Apparel,1563.0,1.0,22.0,1219.14,Pune,North,Puma Store B,Unknown,S,Card,2023-04-05,5.0
35257,3435,Shorts,Apparel,4734.0,4.0,18.0,15527.52,Hyderabad,South,Puma Store A,Unknown,XL,Cash,2023-01-20,3.0
35258,4392,Running Shoes,Footwear,8024.0,3.0,8.0,22146.24,Hyderabad,South,Unknown,Online,L,Cash,2023-05-08,1.0
35259,2096,Cap,Accessories,975.0,1.0,24.0,741.0,Hyderabad,West,Puma Store C,Store,Unknown,Cash,,2.0
35262,4574,T-shirt,Apparel,4553.0,2.0,28.0,6556.32,Mumbai,West,Puma Store C,Store,XL,UPI,,3.0
35263,3220,T-shirt,Unknown,813.0,2.0,15.0,1284.54,Bangalore,West,Puma Store C,Online,S,UPI,2023-11-17,3.0
35264,1443,Jacket,Apparel,1170.0,2.0,18.0,1918.8,Hyderabad,West,Puma Store C,Store,XL,Card,2023-06-07,4.0
35265,4420,Shorts,Apparel,4209.0,1.0,6.0,3956.46,Hyderabad,West,Puma Store C,Store,XL,Card,2023-07-29,5.0
35266,,Jacket,Apparel,3800.0,3.0,7.0,10602.0,Hyderabad,West,Puma Store C,Store,XL,Cash,2023-05-30,1.0
,,Sneakers,Footwear,9536.0,2.0,9.0,17355.52,Hyderabad,South,Puma Store C,Online,S,Cash,2023-04-26,3.0
35268,1772,Shorts,Apparel,1660.0,4.0,11.0,5909.6,Hyderabad,West,Puma Store B,Store,S,Cash,2023-12-12,3.0
35270,1842,Jacket,Apparel,1609.0,3.0,15.0,4585.65,Hyderabad,South,Puma Store A,Store,L,Card,2023-04-03,2.0
35271,2193,T-shirt,Apparel,2622.0,3.0,24.0,5978.16,Bangalore,West,Puma Store A,Store,XL,UPI,2023-04-20,3.0
35272,4776,Sneakers,Footwear,3680.0,1.0,21.0,2907.2000000000003,Mumbai,South,Puma Store A,Online,XL,Cash,2023-09-11,3.0
35273,1586,Running Shoes,Footwear,7252.0,1.0,3.0,7034.44,Delhi,North,Puma Store B,Store,L,Cash,2023-04-18,2.0
35274,4425,Running Shoes,Footwear,8968.0,2.0,8.0,16501.12,Bangalore,West,Puma Store C,Online,M,Card,2023-11-15,5.0
35275,4463,Shorts,Apparel,4589.0,2.0,15.0,7342.400000000001,Bangalore,West,Unknown,Store,XL,Card,2023-06-16,2.0
,3081,Running Shoes,Footwear,4989.0,1.0,5.0,4739.55,Mumbai,West,Puma Store C,Online,L,UPI,2023-07-14,5.0
35278,4048,Shorts,Apparel,2199.0,1.0,12.0,1935.12,Delhi,South,Puma Store B,Online,L,Card,2023-03-26,5.0
35279,4697,Running Shoes,Footwear,11893.0,1.0,6.0,11179.42,Bangalore,West,Puma Store C,Online,M,UPI,2023-01-07,4.0
35281,2004,T-shirt,Apparel,4704.0,1.0,15.0,3998.4,Pune,West,Puma Store C,Online,S,Card,2023-10-08,4.0
35282,3518,Running Shoes,Unknown,6390.0,1.0,14.0,5495.4,Pune,South,Puma Store B,Online,M,UPI,2023-09-17,3.0
35284,2803,Shorts,Apparel,1830.0,1.0,15.0,1537.2,Bangalore,West,Puma Store C,Online,L,Cash,2023-05-16,1.0
35285,1037,Running Shoes,Footwear,7666.0,3.0,15.0,22308.06,Delhi,South,Puma Store B,Store,M,Cash,2023-04-14,4.0
35286,4028,Running Shoes,Footwear,8397.0,3.0,24.0,19145.16,Hyderabad,North,Puma Store B,Online,Unknown,UPI,2023-07-13,2.0
35288,2834,Unknown,Apparel,1810.0,4.0,9.0,6588.400000000001,Pune,South,Puma Store A,Unknown,L,Cash,2023-02-17,2.0
,2282,T-shirt,Apparel,4922.0,2.0,28.0,7087.679999999999,Pune,Unknown,Unknown,Store,XL,Cash,2023-08-16,3.0
35290,4895,Sneakers,Footwear,9841.0,1.0,20.0,7872.8,Bangalore,Unknown,Puma Store A,Store,XL,Card,2023-03-20,2.0
35291,3884,Cap,Accessories,865.0,4.0,9.0,3148.6,Bangalore,North,Puma Store B,Store,S,UPI,2023-06-24,2.0
35294,2862,Jacket,Unknown,2661.0,2.0,22.0,4151.16,Pune,Unknown,Puma Store A,Online,M,UPI,2023-03-08,5.0
35295,3006,Cap,Accessories,1345.0,4.0,27.0,3927.4,Pune,South,Puma Store C,Online,XL,Card,2023-07-11,5.0
35296,3051,Unknown,Apparel,2448.0,3.0,9.0,6683.04,Mumbai,South,Puma Store A,Online,Unknown,Unknown,2023-02-26,5.0
35297,1789,Cap,Accessories,725.0,2.0,16.0,1218.0,Hyderabad,Unknown,Unknown,Online,XL,Card,2023-10-25,4.0
35298,2383,Sneakers,Footwear,5646.0,3.0,16.0,14227.92,Pune,South,Puma Store A,Unknown,Unknown,UPI,2023-10-26,5.0
35301,2732,Running Shoes,Footwear,7219.0,3.0,14.0,18625.02,Delhi,West,Puma Store C,Online,XL,UPI,2023-05-02,5.0
35302,2518,T-shirt,Apparel,929.0,4.0,26.0,2749.84,Bangalore,Unknown,Unknown,Unknown,XL,Cash,2023-09-05,5.0
35303,2472,Running Shoes,Footwear,7826.0,3.0,27.0,17138.94,Bangalore,West,Puma Store A,Store,XL,UPI,2023-08-27,5.0
,4462,Running Shoes,Footwear,10145.0,3.0,15.0,25869.75,Delhi,North,Puma Store C,Online,S,Cash,2023-11-01,3.0
35306,4605,Jacket,Apparel,3707.0,2.0,20.0,5931.200000000001,Delhi,West,Unknown,Store,Unknown,Card,2023-03-12,1.0
35307,1093,Shorts,Unknown,4448.0,3.0,8.0,12276.48,Hyderabad,West,Puma Store B,Store,L,Unknown,2023-04-23,1.0
35309,1656,Unknown,Apparel,4012.0,1.0,28.0,2888.64,Pune,North,Puma Store B,Online,M,Card,2023-10-18,2.0
35310,1380,Shorts,Apparel,4698.0,2.0,15.0,8550.36,Delhi,North,Puma Store A,Store,M,Unknown,2023-07-30,2.0
35311,4406,Cap,Accessories,1036.0,1.0,22.0,808.08,Bangalore,South,Puma Store A,Online,M,UPI,,5.0
35312,1625,T-shirt,Apparel,4164.0,1.0,6.0,3914.16,Hyderabad,West,Puma Store B,Online,L,Card,,4.0
35313,3264,Shorts,Apparel,2440.0,4.0,2.0,9564.8,Unknown,Unknown,Puma Store A,Online,L,Card,2023-02-27,5.0
35316,2212,T-shirt,Apparel,3925.0,2.0,14.0,6751.0,Hyderabad,West,Puma Store B,Store,L,UPI,2023-01-08,1.0
,1108,Jacket,Apparel,4477.0,4.0,4.0,17191.68,Mumbai,South,Puma Store B,Online,L,Cash,2023-09-17,3.0
,4341,Shorts,Unknown,3164.0,1.0,16.0,2657.76,Hyderabad,West,Puma Store B,Store,XL,Card,2023-04-16,3.0
35320,3175,Shorts,Apparel,1890.0,1.0,12.0,1663.2,Delhi,South,Puma Store A,Store,S,UPI,2023-03-24,3.0
35322,4445,Shorts,Apparel,4958.0,3.0,30.0,10411.8,Pune,West,Puma Store B,Online,S,Cash,,3.0
35323,2670,Shorts,Apparel,2859.0,3.0,6.0,8062.379999999999,Mumbai,North,Puma Store B,Store,L,UPI,2023-07-30,3.0
35324,3897,T-shirt,Apparel,2638.0,4.0,22.0,8230.56,Unknown,South,Puma Store A,Online,Unknown,UPI,,1.0
35325,2261,Cap,Accessories,771.0,2.0,15.0,1125.66,Unknown,North,Puma Store B,Store,S,UPI,2023-09-03,5.0
35326,3064,Shorts,Apparel,1767.0,2.0,26.0,2615.16,Pune,North,Puma Store C,Online,XL,Cash,2023-11-18,2.0
35327,2753,Running Shoes,Footwear,6289.0,1.0,4.0,6037.44,Delhi,Unknown,Puma Store A,Online,XL,UPI,2023-04-17,1.0
35328,3825,Sneakers,Footwear,10395.0,2.0,15.0,15384.6,Bangalore,North,Puma Store A,Store,M,Card,2023-12-10,4.0
35330,4521,Sneakers,Unknown,10664.0,1.0,29.0,7571.44,Unknown,South,Puma Store A,Store,S,UPI,2023-11-07,3.0
35332,4292,Sneakers,Footwear,3777.0,1.0,15.0,3210.45,Mumbai,West,Puma Store B,Unknown,S,UPI,2023-09-12,1.0
35334,,Cap,Accessories,576.0,4.0,12.0,2027.52,Pune,South,Puma Store C,Online,L,Cash,2023-12-03,2.0
35335,3483,Shorts,Apparel,1485.0,2.0,4.0,2851.2,Mumbai,West,Puma Store B,Store,L,Unknown,2023-06-17,5.0
35339,2170,T-shirt,Apparel,2238.0,1.0,13.0,1947.06,Mumbai,North,Unknown,Online,S,UPI,2023-03-27,5.0
35341,1253,Running Shoes,Footwear,8480.0,4.0,19.0,27475.2,Pune,West,Puma Store B,Store,L,Unknown,2023-02-10,1.0
,4922,Shorts,Apparel,1180.0,3.0,4.0,3398.4,Pune,South,Puma Store B,Online,Unknown,Card,2023-05-25,5.0
35344,4266,T-shirt,Apparel,4581.0,2.0,23.0,7054.74,Pune,West,Puma Store B,Store,XL,Cash,2023-12-07,5.0
35345,3012,T-shirt,Apparel,2920.0,3.0,8.0,8059.200000000001,Unknown,Unknown,Puma Store A,Online,S,Cash,2023-08-04,4.0
35346,1475,Shorts,Apparel,3196.0,2.0,18.0,5241.4400000000005,Hyderabad,West,Puma Store B,Unknown,XL,Cash,2023-11-13,4.0
35347,2878,Jacket,Apparel,3737.0,2.0,18.0,6128.68,Mumbai,West,Puma Store B,Store,S,UPI,2023-03-15,4.0
